[ 2025-07-15 22:53:10,140 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-15 22:53:12,182 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-15 22:53:12,188 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-15 22:53:12,601 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-15 22:53:12,979 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-15 22:53:12,983 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-15 22:53:12,983 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-15 22:53:12,984 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-15 22:53:40,642 ] 491 root - INFO - Performed train test split on the dataframe
[ 2025-07-15 22:53:40,642 ] 493 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-15 22:53:40,642 ] 501 root - INFO - Exporting train and test file path.
[ 2025-07-15 22:53:40,644 ] 510 root - INFO - Exported train and test file path.
[ 2025-07-15 22:53:40,644 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-15 22:53:40,645 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-15 22:53:40,647 ] 32 root - INFO - Required number of columns:2
[ 2025-07-15 22:53:40,647 ] 33 root - INFO - Data frame has columns:13
[ 2025-07-15 22:53:40,647 ] 32 root - INFO - Required number of columns:2
[ 2025-07-15 22:53:40,647 ] 33 root - INFO - Data frame has columns:13
[ 2025-07-15 22:53:40,651 ] 31 root - INFO - data Validation Completed
[ 2025-07-15 22:53:40,651 ] 37 root - INFO - data Transformation started
[ 2025-07-15 22:53:40,651 ] 241 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-15 22:53:40,651 ] 243 root - INFO - Starting data transformation
[ 2025-07-15 22:53:40,653 ] 226 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-15 22:53:40,653 ] 231 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-15 22:53:40,667 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 22:53:40,671 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 22:53:40,671 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 22:53:40,673 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 22:53:40,674 ] 41 root - INFO - data Transformation completed
[ 2025-07-15 22:53:40,674 ] 44 root - INFO - Model Training sstared
[ 2025-07-15 22:53:57,022 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 22:53:57,023 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 22:53:57,023 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-15 22:53:57,030 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-15 22:53:57,030 ] 154 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_15_2025_22_53_10/model_trainer/trained_model/model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=1.0, precision_score=1.0, recall_score=1.0), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.961038961038961, precision_score=0.925, recall_score=1.0))
[ 2025-07-15 22:53:57,030 ] 48 root - INFO - Model Training artifact created
