Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label,DMV_FLAG
31140.0,207.6,29989.153071542292,194.1191424451527,12,0.1,0.0015,1150.8469284577077,13.48085755484729,8.689252883276245e-05,0.00011126887756422958,1,1
31140.0,207.6,12868.837577331382,19.62769510783853,2,0.5,0.001,18271.162422668618,187.97230489216147,2.7365527622495204e-05,5.319932610571335e-06,1,1
35000.0,187.0,41990.40892735874,199.93130211202907,10,0.425,0.002232,-6990.408927358738,-12.931302112029073,-6.0797587734453175e-05,-0.00017260444101202844,0,1
23000.0,125.0,13393.525973816164,1.0406429791807503,3,2.1,0.0175,9606.474026183836,123.95935702081925,0.0002186025792666012,0.00014117530357862,1,1
13040.0,86.9,3118.3432196343692,49.7851648357446,0,2.15,0.012,9921.65678036563,37.1148351642554,0.00021669767936722265,0.00032332083986287335,1,1
15000.0,90.0,17259.4079207545,26.199081570638995,6,12.4,0.06125,-2259.4079207545,63.800918429361005,-0.005488163466005441,0.0009600175130362295,1,1
24020.0,160.1,9731.933686707061,86.04403155800865,14,2.45,0.003344,14288.066313292939,74.05596844199134,0.00017147176854499652,4.515503645684341e-05,1,1
140000.0,858.0,20460.27702403686,803.9871205533415,12,1.2,0.0056,119539.72297596314,54.01287944665853,1.0038504106549214e-05,0.00010367897349096924,1,1
140000.0,858.0,146311.75831527033,788.2923288144781,6,0.4,0.002352,-6311.75831527033,69.70767118552192,-6.33737827216285e-05,3.374090578925548e-05,1,1
20500.0,136.7,15398.544565858425,159.94833714844023,5,0.25,0.00459,5101.455434141575,-23.248337148440243,4.9005622646012985e-05,-0.00019743348387140164,1,1
24020.0,160.1,6927.362478309037,188.8874297293474,11,0.5,0.002304,17092.637521690962,-28.787429729347394,2.9252360809514377e-05,-8.003493544566498e-05,1,1
24400.0,162.8,23546.25557115661,121.720254385657,3,0.3,0.0132,853.7444288433908,41.07974561434301,0.0003513932150105289,0.0003213262273480337,1,1
140000.0,858.0,68981.50904545562,713.8002357495565,13,0.2,0.00099,71018.49095454438,144.19976425044354,2.816167976945533e-06,6.865475809066582e-06,1,1
58000.0,438.0,56805.98281403265,385.3579561107863,8,1.25,0.00576,1194.01718596735,52.64204388921371,0.001046886103184862,0.00010941824186583257,1,1
117000.0,625.0,33346.75830918686,583.8119493609888,13,0.05,0.00396,83653.24169081314,41.18805063901118,5.97705468297391e-07,9.61443875691681e-05,1,1
20500.0,136.7,424.0170738876895,67.45289752244746,13,6.35,0.03375,20075.982926112312,69.24710247755253,0.00031629833632825123,0.000487385006810293,1,1
140000.0,858.0,48791.24135499746,473.2861872254104,14,1.2,0.0196,91208.75864500254,384.7138127745896,1.3156631203121776e-05,5.094696186678645e-05,1,1
24400.0,162.8,6055.970735156344,163.9505034729133,3,0.825,0.0072,18344.029264843655,-1.1505034729133001,4.4973761655305426e-05,-0.006258135179638661,1,1
17120.0,114.1,6713.464731602575,99.27443628740883,9,1.0,0.0168,10406.535268397425,14.825563712591162,9.609346185955928e-05,0.0011331777457172997,1,1
20840.0,138.9,8231.044782134853,123.65080277272537,3,0.9,0.006612,12608.955217865147,15.249197227274635,7.13778409374828e-05,0.0004335965669443402,1,1
25900.0,172.5,8203.81239156721,104.72096547948303,7,0.4,0.00256,17696.18760843279,67.77903452051697,2.260373865988987e-05,3.7769790914553194e-05,1,1
13040.0,86.9,1624.0794829053996,29.30370184749828,12,2.7,0.014663,11415.9205170946,57.596298152501724,0.0002365118078494339,0.0002545823293468172,1,1
23500.0,158.4,27036.14669328273,147.80275096414596,13,0.6,0.00081,-3536.1466932827316,10.597249035854048,-0.00016967621883714183,7.643492389624653e-05,1,1
31140.0,207.6,8195.374204941976,122.02819232630637,10,0.15,0.003388,22944.625795058026,85.57180767369363,6.537478594476384e-06,3.9592478557035975e-05,1,1
45000.0,300.0,19781.749240779052,135.93376584958907,6,3.4,0.0405,25218.250759220948,164.06623415041093,0.0001348229911871259,0.0002468515228795909,1,1
8000.0,50.0,8625.632215165826,6.817449912534084,3,0.2,0.01792,-625.632215165826,43.18255008746591,-0.00031967663344616284,0.0004149824303733974,1,1
23020.0,153.9,24000.08061146667,180.9015928186418,5,1.2,0.006072,-980.0806114666702,-27.001592818641797,-0.0012243890830863535,-0.00022487563106586607,0,1
13040.0,86.9,5523.661774539071,7.857256174905609,14,0.25,0.018576,7516.338225460929,79.04274382509439,3.326087683493091e-05,0.0002350120816414578,1,1
24400.0,162.8,24032.238490952146,69.63192992486525,5,3.65,0.014976,367.7615090478539,93.16807007513476,0.009924910302671572,0.00016074176300078926,1,1
23000.0,125.0,25826.713656907326,126.24899685238728,5,1.55,0.016,-2826.7136569073264,-1.248996852387279,-0.0005483399412461807,-0.012810290738290493,0,1
58000.0,438.0,52437.410246993684,425.1990368681317,10,6.5,0.027,5562.589753006316,12.800963131868286,0.0011685204711202254,0.002109216127930778,1,1
9450.0,63.0,10095.067295598976,52.662687322388635,7,0.25,0.004488,-645.0672955989758,10.337312677611365,-0.00038755646440798017,0.0004341553463469088,1,1
47000.0,426.0,36716.46939359868,61.35851071103574,3,4.6,0.000352,10283.53060640132,364.64148928896424,0.0004473171885820286,9.653317282162642e-07,1,1
91190.0,607.9,92202.93594632276,391.74470431438044,4,8.7,0.024,-1012.9359463227593,216.15529568561954,-0.008588894529977267,0.00011103128337820038,1,1
24400.0,162.8,28936.211436047673,76.52176225839702,2,1.8,0.000352,-4536.2114360476735,86.278237741603,-0.00039680690059833666,4.07982366276871e-06,1,1
