Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label
20400.0,136.0,6586.2848790698845,124.47925515847464,11,0.36,30.6,13813.715120930116,11.520744841525357,2.6061055756715153e-05,2.6560780370403987,1
23000.0,125.0,2517.4612433239135,29.386233042791915,8,0.9,125.0,20482.538756676087,95.61376695720809,4.393986559223347e-05,1.3073431020514088,1
24020.0,160.1,4010.263000337761,104.88941094660571,2,0.2,7.2,20009.73699966224,55.21058905339429,9.995133868745043e-06,0.13040976365289456,1
70000.0,475.0,8870.407042637757,403.0456291218558,9,0.467,157.08,61129.59295736224,71.95437087814418,7.639507763745327e-06,2.183050117733185,1
23500.0,158.4,26430.018405391802,180.54362812000593,13,2.2,146.88,-2930.018405391802,-22.14362812000593,-0.0007508485259691278,-6.633059670125112,0
9450.0,63.0,9700.687485249495,47.762224359364346,7,0.567,91.2,-250.68748524949478,15.237775640635654,-0.0022617802468179768,5.985125136746691,0
17120.0,114.1,9068.067702561328,127.20002131235307,14,0.383,38.08,8051.932297438672,-13.100021312353078,4.756622209482144e-05,-2.90686572173413,1
20500.0,136.7,3437.378251109002,111.1361488746069,2,9.05,540.0,17062.621748890997,25.563851125393086,0.0005303991457267003,21.123577047435944,1
24020.0,160.1,15563.840910106392,113.17122887345397,13,0.325,337.59,8456.159089893608,46.928771126546025,3.8433524784318536e-05,7.193667865199411,1
23500.0,158.4,20536.290756680133,154.10440476910088,13,0.25,14.08,2963.709243319867,4.295595230899124,8.435375382357111e-05,3.2777754805536907,1
25000.0,166.67,28408.128874049184,148.67095281761766,6,0.556,75.6,-3408.1288740491837,17.999047182382327,-0.00016313937081333376,4.200222102521962,0
23640.0,157.6,20155.731378986904,143.72390626980322,1,4.25,315.0,3484.268621013096,13.876093730196772,0.0012197681812329642,22.700911612725285,1
58000.0,438.0,40832.44523413131,139.1237273237746,1,0.5,50.4,17167.554765868692,298.8762726762254,2.9124706854871355e-05,0.16863165275741707,1
24400.0,162.8,10754.731982466777,42.08173226178763,11,0.1,18.72,13645.268017533223,120.71826773821238,7.328547879321857e-06,0.1550718064106426,1
20500.0,136.7,21174.65142298721,76.4130214061615,10,19.5,2698.0,-674.6514229872082,60.286978593838484,-0.02890381516215011,44.752615211058675,0
91190.0,607.9,108069.81874334977,513.2821617285493,11,2.6,157.5,-16879.818743349766,94.61783827145064,-0.00015403008999598212,1.664590960993579,0
47000.0,426.0,55776.887360821725,209.10546915378933,7,2.85,201.6,-8776.887360821725,216.89453084621067,-0.0003247164835504838,0.9294840136539022,1
24400.0,162.8,346.01735773383916,103.9407936942632,5,0.683,79.36,24053.98264226616,58.859206305736805,2.8394466318915542e-05,1.348302222076733,1
9450.0,63.0,3875.350288985677,8.881354488475546,13,0.2,38.4,5574.649711014323,54.118645511524456,3.5876693663633396e-05,0.709552113278051,1
