Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label,DMV_FLAG
23000.0,125.0,1488.8966091379673,110.29361950703989,5,1.0,0.0126,21511.103390862034,14.706380492960108,4.648761998783915e-05,0.0008567709198915842,1,1
24400.0,162.8,13368.192049306506,188.63191386419246,8,1.1,0.00432,11031.807950693494,-25.831913864192444,9.971167054545569e-05,-0.00016723500201908304,1,1
39000.0,265.0,4804.991042740723,187.58059179773093,3,0.5,0.006555,34195.00895725928,77.41940820226907,1.4622016932656271e-05,8.466869054598626e-05,1,1
23500.0,158.4,15627.117839615688,116.67508263241103,11,1.956,0.02835,7872.882160384312,41.72491736758897,0.0002484477679081724,0.000679450101022167,1,1
26400.0,176.0,3814.537673818155,156.91809190356676,1,1.275,0.022113,22585.462326181845,19.08190809643324,5.645224266520875e-05,0.0011588463129264843,1,1
19530.0,130.17,15133.128154066448,131.2121695278072,12,0.2,0.000352,4396.871845933552,-1.0421695278072036,4.54868840763424e-05,-0.0003377572730397385,1,1
24400.0,162.8,9963.384151952201,126.85578801902366,0,0.2,0.001056,14436.615848047799,35.94421198097635,1.3853662249604811e-05,2.9378859972783196e-05,1,1
39000.0,265.0,22957.570556778617,223.86355706988886,3,0.7,0.002576,16042.429443221383,41.136442930111144,4.363428883598087e-05,6.262087224594575e-05,1,1
22640.0,150.9,26207.961669165154,97.61383188519763,2,2.85,0.03675,-3567.9616691651536,53.28616811480238,-0.0007987753975691197,0.000689672397368705,1,1
58000.0,438.0,21776.840104753977,40.044104577722244,4,1.35,0.0125,36223.15989524602,397.95589542227776,3.7268973879330366e-05,3.1410515869668224e-05,1,1
24020.0,160.1,9949.543941002017,123.44887928987397,6,0.475,0.016335,14070.456058997983,36.65112071012602,3.375867832389706e-05,0.00044568895132851945,1,1
117000.0,625.0,128041.85289023763,153.68641779088108,6,1.133,0.01242,-11041.852890237627,471.3135822091189,-0.00010260959019879016,2.635188214910692e-05,1,1
20500.0,136.7,18022.352750203347,73.80658131801293,7,1.7,0.018,2477.6472497966533,62.89341868198706,0.0006861347996384023,0.00028619846227180546,1,1
8000.0,50.0,543.0166131226628,32.5187440494445,9,8.3,0.0495,7456.983386877338,17.4812559505555,0.0011130506222520407,0.0028316041655361084,1,1
23020.0,153.9,24507.04174751762,160.12171448963588,13,4.25,0.002464,-1487.0417475176182,-6.221714489635872,-0.002858023327154553,-0.00039603237984271223,0,1
22640.0,150.9,21554.85082507648,175.8191044361379,10,3.0,0.02688,1085.149174923521,-24.9191044361379,0.0027645968559546997,-0.0010786904941779884,1,1
103000.0,550.0,91737.32429906448,356.3012144146174,11,0.75,0.0018,11262.67570093552,193.6987855853826,6.659163593524321e-05,9.292778915817101e-06,1,1
91190.0,607.9,51706.83743833941,431.90959327660244,11,0.3,0.00224,39483.16256166059,175.99040672339754,7.598175539355385e-06,1.272796642144603e-05,1,1
9450.0,63.0,4298.705184206984,66.5211070867216,8,0.3,0.0135,5151.294815793016,-3.5211070867215994,5.823778499766931e-05,-0.0038340225109688366,1,1
9450.0,63.0,9029.841169893176,24.69156834848329,8,13.95,0.125,420.1588301068241,38.30843165151671,0.03320172983928845,0.0032629891475095623,1,1
23500.0,158.4,25474.60217493889,68.40723779027275,9,0.5,0.0036,-1974.6021749388892,89.99276220972726,-0.0002532155624049638,4.000321660987601e-05,1,1
26400.0,176.0,18314.166232835152,99.45942753020418,3,0.4,0.001428,8085.833767164848,76.54057246979582,4.946923365835946e-05,1.8656771634504576e-05,1,1
20400.0,136.0,13355.851797458663,24.047495642919312,13,16.133,0.092925,7044.148202541337,111.95250435708068,0.0022902698145801904,0.0008300394859731716,1,1
23000.0,125.0,23961.88514454928,6.260067686024978,3,1.95,0.0135,-961.8851445492801,118.73993231397502,-0.0020272690695737894,0.00011369384859180418,1,1
23020.0,153.9,18072.467147540112,124.98669866229307,7,0.15,0.001296,4947.532852459888,28.91330133770694,3.031814127219036e-05,4.4823658842657935e-05,1,1
24400.0,162.8,7478.513256701338,153.797754621027,4,2.7,0.006,16921.48674329866,9.002245378973015,0.00015956044766041072,0.0006665003097465198,1,1
26300.0,175.0,21140.182545375596,35.14947539840094,13,10.75,0.078584,5159.8174546244045,139.85052460159906,0.00208340703764279,0.0005619142270788968,1,1
17120.0,114.1,3284.0615774031285,31.24322375647154,8,0.65,0.002112,13835.938422596872,82.85677624352846,4.69791047126547e-05,2.5489767648004417e-05,1,1
9450.0,63.0,6787.008955489044,45.7891383127168,12,0.1,0.00099,2662.9910445109563,17.2108616872832,3.7551759765986256e-05,5.7521811543560414e-05,1,1
24020.0,160.1,2866.1232649781437,5.87444724461661,12,0.95,0.002816,21153.876735021855,154.22555275538338,4.4909025983983994e-05,1.8258971561006343e-05,1,1
58000.0,438.0,34886.06234881924,36.56734064924083,0,0.4,0.004275,23113.937651180757,401.4326593507592,1.7305575796699475e-05,1.0649357718588816e-05,1,1
23500.0,158.4,7225.797982205113,81.04684681110524,1,1.2,0.004096,16274.202017794887,77.35315318889477,7.37363342678267e-05,5.2951945437126647e-05,1,1
15000.0,90.0,10138.741414062479,85.72038162056775,5,0.5,0.0048,4861.258585937521,4.27961837943225,0.00010285402248370996,0.0011215950705963913,1,1
24400.0,162.8,2740.3737462781655,185.4703411264753,6,0.4,0.00128,21659.626253721835,-22.67034112647528,1.8467539342365122e-05,-5.646143784605895e-05,1,1
23500.0,158.4,26294.92379919582,91.45953538460043,7,1.85,0.01815,-2794.9237991958216,66.94046461539958,-0.0006619142894680032,0.0002711364468881826,1,1
25900.0,172.5,7837.413693161538,161.97087459390548,4,0.6,0.007072,18062.586306838464,10.529125406094522,3.321783435518441e-05,0.0006716606608413923,1,1
24400.0,162.8,29180.644604791414,170.64206724171598,11,2.3,0.015625,-4780.644604791414,-7.8420672417159665,-0.00048110666879021404,-0.00199245957868637,0,1
23500.0,158.4,12064.58711676445,17.315106124465828,7,0.35,0.00192,11435.41288323555,141.0848938755342,3.060667800482284e-05,1.360882751972728e-05,1,1
25900.0,172.5,15694.81891245201,154.22554804947944,5,0.4,0.000352,10205.18108754799,18.274451950520557,3.91957767852714e-05,1.926186250023824e-05,1,1
91190.0,607.9,11446.51073533324,69.11208312675997,14,1.625,0.01584,79743.48926466676,538.78791687324,2.037783918115604e-05,2.9399322951645435e-05,1,1
20500.0,150.0,19492.10141641418,110.76372199742441,7,1.9,0.02625,1007.8985835858184,39.23627800257559,0.0018851102968666018,0.0006690236859177414,1,1
24400.0,162.8,20251.42547401271,101.3534906702588,2,0.25,0.0006,4148.574525987289,61.44650932974122,6.026166298175459e-05,9.764590320592855e-06,1,1
20400.0,136.0,9432.776876900996,106.4056558905614,4,0.65,0.00975,10967.223123099004,29.594344109438595,5.926750943652382e-05,0.00032945483212907487,1,1
43500.0,390.0,30770.88771849559,313.49400460897834,1,0.1,0.001188,12729.112281504411,76.50599539102166,7.856007377470107e-06,1.5528194599651244e-05,1,1
23000.0,125.0,12338.509544536983,43.50405935488019,8,0.35,0.016,10661.490455463017,81.49594064511982,3.2828430642905957e-05,0.0001963287947475127,1,1
23500.0,158.4,2709.445266998097,168.1552989625223,5,11.8,0.050688,20790.554733001904,-9.75529896252229,0.0005675654233843841,-0.005195945853702486,1,1
19530.0,130.17,4293.436892762506,86.72630614932382,2,0.24,0.002112,15236.563107237493,43.44369385067617,1.575158375908583e-05,4.861464954257059e-05,1,1
23500.0,158.4,9313.094802450265,118.4239985583645,9,0.3,0.003248,14186.905197549735,39.9760014416355,2.114626099219072e-05,8.124874428707679e-05,1,1
22640.0,150.9,26018.96123888872,40.09370702774019,0,0.3,0.0027,-3378.9612388887217,110.80629297225983,-8.87846822970509e-05,2.4366846892974697e-05,1,1
23000.0,125.0,11201.41318007061,43.72884500153551,4,0.9,0.048,11798.58681992939,81.27115499846448,7.628032184358719e-05,0.0005906154454220745,1,1
8000.0,50.0,8249.038561486108,48.23672017670672,4,0.9,0.011362,-249.03856148610794,1.7632798232932814,-0.003613898178030163,0.006443670145960745,1,1
20840.0,138.9,24325.77240772694,150.0551179244226,2,0.5,0.008,-3485.7724077269413,-11.155117924422598,-0.00014344023121965334,-0.0007171596724804469,0,1
58000.0,438.0,22386.97965597948,261.24225709999763,6,1.0,0.01512,35613.02034402052,176.75774290000237,2.807961780023024e-05,8.554080667919069e-05,1,1
13040.0,86.9,3564.8019367620705,51.96002886774504,10,0.84,0.011154,9475.19806323793,34.93997113225497,8.865250038101018e-05,0.0003192332254238733,1,1
22640.0,150.9,26272.028441407176,2.860458740843248,1,0.77,0.008788,-3632.0284414071757,148.03954125915675,-0.0002120027451970276,5.9362518053560335e-05,1,1
13040.0,86.9,11942.818094841667,94.22703757585364,12,2.7,0.016632,1097.1819051583334,-7.3270375758536375,0.0024608499145358357,-0.0022699490889414985,1,1
15000.0,90.0,3883.8542290574946,41.41926089083201,6,13.7,0.058,11116.145770942505,48.58073910916799,0.0012324415567290619,0.001193888768875599,1,1
23500.0,158.4,302.65611012141846,162.46455330049406,1,0.05,0.001674,23197.343889878583,-4.064553300494055,2.1554191822651074e-06,-0.0004118534776379976,1,1
140000.0,858.0,854.2060371578355,670.1132348471158,14,2.3,0.027,139145.79396284217,187.8867651528842,1.6529425248726295e-05,0.00014370357504599334,1,1
23640.0,157.6,10385.848885854883,88.35643826838333,7,13.3,0.052992,13254.151114145117,69.24356173161667,0.0010034592094549527,0.0007652985766401619,1,1
23020.0,153.9,3796.3387315160207,99.75712831858775,5,0.2,0.003024,19223.66126848398,54.14287168141226,1.0403845406779196e-05,5.585222671493319e-05,1,1
26300.0,175.0,17455.718017344207,166.37948977753237,8,10.85,0.0726,8844.281982655793,8.62051022246763,0.001226781328326117,0.008421774315516543,1,1
9450.0,63.0,9618.884488649164,24.43551435362285,1,0.8,0.00462,-168.88448864916427,38.56448564637715,-0.004736965550453022,0.00011979933876376428,1,1
8000.0,50.0,4344.393582015573,5.537371190611637,1,4.0,0.040625,3655.606417984427,44.46262880938836,0.0010942096991697619,0.0009136886453671249,1,1
23500.0,158.4,2361.3029952752613,137.2082501143403,13,1.65,0.01575,21138.697004724738,21.191749885659704,7.80558990723577e-05,0.0007432137195732092,1,1
20400.0,136.0,23943.155876553526,14.456597107062839,9,0.7,0.006875,-3543.1558765535265,121.54340289293717,-0.0001975639866227006,5.656415551810544e-05,1,1
43500.0,390.0,2852.361406560784,195.60815600075327,6,0.9,0.005888,40647.63859343922,194.39184399924673,2.2141507628025508e-05,3.028933646893889e-05,1,1
15000.0,90.0,1379.6092082990285,77.53391774533034,12,0.2,0.00088,13620.390791700971,12.466082254669658,1.4683866494284288e-05,7.059153881956963e-05,1,1
23500.0,158.4,14044.067087674604,9.317243602996973,4,0.45,0.0016,9455.932912325396,149.08275639700304,4.758917011412544e-05,1.0732294115940227e-05,1,1
