[ 2025-07-21 15:05:26,463 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-21 15:05:28,482 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:05:28,492 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-21 15:05:28,919 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-21 15:05:29,304 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:05:29,307 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-21 15:05:29,307 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-21 15:05:29,307 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-21 15:05:32,820 ] 157 root - INFO - Performed train test split on the dataframe
[ 2025-07-21 15:05:32,820 ] 159 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-21 15:05:32,820 ] 167 root - INFO - Exporting train and test file path.
[ 2025-07-21 15:05:32,824 ] 176 root - INFO - Exported train and test file path.
[ 2025-07-21 15:05:32,824 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-21 15:05:32,825 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-21 15:05:32,827 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:05:32,828 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:05:32,828 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:05:32,828 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:05:32,837 ] 31 root - INFO - data Validation Completed
[ 2025-07-21 15:05:32,837 ] 37 root - INFO - data Transformation started
[ 2025-07-21 15:05:32,837 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-21 15:05:32,837 ] 65 root - INFO - Starting data transformation
[ 2025-07-21 15:05:32,839 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-21 15:05:32,839 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-21 15:05:32,841 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:05:32,841 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:05:32,842 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:05:32,844 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:05:32,844 ] 40 root - INFO - data Transformation completed
[ 2025-07-21 15:05:32,844 ] 43 root - INFO - Model Training sstared
[ 2025-07-21 15:05:52,385 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:05:52,386 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:05:52,386 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:05:52,388 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:05:52,388 ] 160 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_21_2025_15_05_26/model_trainer/trained_model/model.pkl', train_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x172506dd0>, test_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x308863c90>)
[ 2025-07-21 15:05:52,389 ] 47 root - INFO - Model Training artifact created
