[ 2025-07-21 15:04:05,505 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-21 15:04:07,576 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:04:07,584 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-21 15:04:08,000 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-21 15:04:08,372 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:04:08,375 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-21 15:04:08,376 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-21 15:04:08,376 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-21 15:04:12,374 ] 157 root - INFO - Performed train test split on the dataframe
[ 2025-07-21 15:04:12,375 ] 159 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-21 15:04:12,375 ] 167 root - INFO - Exporting train and test file path.
[ 2025-07-21 15:04:12,385 ] 176 root - INFO - Exported train and test file path.
[ 2025-07-21 15:04:12,385 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-21 15:04:12,387 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-21 15:04:12,393 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:04:12,393 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:04:12,393 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:04:12,393 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:04:12,408 ] 31 root - INFO - data Validation Completed
[ 2025-07-21 15:04:12,408 ] 37 root - INFO - data Transformation started
[ 2025-07-21 15:04:12,408 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-21 15:04:12,408 ] 65 root - INFO - Starting data transformation
[ 2025-07-21 15:04:12,415 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-21 15:04:12,415 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-21 15:04:12,420 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:04:12,421 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:04:12,421 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:04:12,422 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:04:12,422 ] 40 root - INFO - data Transformation completed
[ 2025-07-21 15:04:12,422 ] 43 root - INFO - Model Training sstared
[ 2025-07-21 15:04:32,023 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:04:32,024 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:04:32,024 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:04:32,026 ] 50 root - INFO - Exited the save_object method of MainUtils class
