Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label
24400.0,162.8,1794.1284379264519,60.14471492627293,1,1.5,70.56,22605.87156207355,102.65528507372707,6.635444228791576e-05,0.6873489198532239,1
20500.0,150.0,22866.468410687663,160.35054486099705,2,0.8,33.6,-2366.468410687663,-10.350544860997047,-0.0003380564881935557,-3.246206233337325,0
58000.0,438.0,597.1301007497817,18.56952669896128,1,0.65,115.5,57402.86989925022,419.4304733010387,1.1323475657741752e-05,0.27537341008059885,1
23020.0,153.9,12541.147302070434,54.94058466786645,11,1.35,250.56,10478.852697929566,98.95941533213355,0.00012883089769339968,2.531947027244537,1
26300.0,175.0,23940.0285594086,106.48070519356791,14,0.855,149.11,2359.9714405913983,68.51929480643209,0.0003622925197024623,2.1761753130277013,1
25900.0,172.5,28060.555690102672,166.94421685666035,10,5.7,480.0,-2160.555690102672,5.555783143339653,-0.0026382101737758676,86.3964451490489,0
20400.0,136.0,14233.971244080585,18.00395323739519,13,2.8,147.0,6166.028755919415,117.9960467626048,0.00045410102845496565,1.2458044382617628,1
24400.0,162.8,16499.24980368204,18.258997964203807,7,6.05,360.0,7900.75019631796,144.5410020357962,0.0007657500678927644,2.490642741083265,1
24020.0,160.1,11381.267341413642,111.32208050696435,14,0.225,46.8,12638.732658586358,48.77791949303564,1.7802417857880682e-05,0.9594504957767103,1
25000.0,166.67,19154.272978257417,73.30438265100528,4,5.3,315.0,5845.727021742583,93.3656173489947,0.0009066451408662339,3.3738329544667094,1
23020.0,153.9,23137.985767354705,95.06268495194486,1,17.8,252.0,-117.98576735470488,58.837315048055146,-0.15086565566296545,4.282996182119864,0
20500.0,136.7,9740.859284225886,23.466255076720945,8,4.65,355.32,10759.140715774114,113.23374492327905,0.00043219064815746714,3.1379338120699924,1
25000.0,166.67,14124.400510013118,10.89259429127957,13,0.15,28.0,10875.599489986882,155.7774057087204,1.379234313697484e-05,0.17974365212251645,1
35000.0,187.0,601.6818017319392,54.1627300953447,8,0.3,25.6,34398.31819826806,132.8372699046553,8.721356615812208e-06,0.19271699746356988,1
20500.0,136.7,18543.611514542976,99.15293809457273,8,2.768,98.02,1956.3884854570242,37.547061905427256,0.001414851916764643,2.610590347556364,1
26300.0,175.0,5524.36771233314,135.76599034153725,6,0.1,21.12,20775.63228766686,39.23400965846275,4.813331243571834e-06,0.538308463640192,1
20500.0,136.7,2862.5733487227035,10.049370243210536,8,0.15,20.16,17637.426651277296,126.65062975678946,8.504642029546437e-06,0.15917804656428264,1
20500.0,136.7,22007.146603970978,40.59028904920684,13,0.95,96.0,-1507.1466039709776,96.10971095079316,-0.0006303301869422013,0.9988584717551819,0
26300.0,175.0,26230.571850215874,57.86573241794101,13,4.6,132.0,69.42814978412571,117.13426758205898,0.06625554545306657,1.12691189007192,1
45000.0,300.0,43716.6432377984,163.5519216467079,1,1.95,275.88,1283.356762201598,136.4480783532921,0.0015194527787700458,2.0218679611142787,1
9450.0,63.0,4258.637414066755,58.19211154732301,9,0.566,218.88,5191.362585933245,4.807888452676991,0.00010902725258001287,45.525173187609276,1
9450.0,63.0,10788.197028075989,30.148193696545555,11,0.6,20.8,-1338.1970280759888,32.851806303454445,-0.0004483644694018061,0.633146292618514,1
18000.0,90.0,3944.785829205479,90.81431265420794,10,2.45,346.5,14055.214170794521,-0.8143126542079386,0.0001743125341281934,-425.5127606358922,1
24020.0,160.1,26093.376865275506,24.181679629138568,0,0.2,36.0,-2073.376865275506,135.91832037086144,-9.646099724850812e-05,0.2648649544587282,1
39000.0,265.0,43124.30082057641,253.97949946740076,10,0.85,203.28,-4124.300820576413,11.020500532599243,-0.00020609553890089412,18.445621499047636,0
