[ 2025-07-23 23:53:40,778 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-23 23:53:50,993 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-23 23:53:51,001 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-23 23:54:00,641 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-23 23:54:03,798 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-23 23:54:03,802 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-23 23:54:03,803 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-23 23:54:03,803 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-23 23:57:01,434 ] 158 root - INFO - Performed train test split on the dataframe
[ 2025-07-23 23:57:01,434 ] 160 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-23 23:57:01,434 ] 168 root - INFO - Exporting train and test file path.
[ 2025-07-23 23:57:01,439 ] 177 root - INFO - Exported train and test file path.
[ 2025-07-23 23:57:01,439 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-23 23:57:01,441 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-23 23:57:01,443 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 23:57:01,443 ] 33 root - INFO - Data frame has columns:18
[ 2025-07-23 23:57:01,443 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 23:57:01,443 ] 33 root - INFO - Data frame has columns:18
[ 2025-07-23 23:57:01,458 ] 31 root - INFO - data Validation Completed
[ 2025-07-23 23:57:01,458 ] 37 root - INFO - data Transformation started
[ 2025-07-23 23:57:01,458 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-23 23:57:01,458 ] 65 root - INFO - Starting data transformation
[ 2025-07-23 23:57:01,461 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-23 23:57:01,461 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
