[ 2025-07-21 15:07:09,019 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-21 15:07:11,046 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:07:11,055 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-21 15:07:11,489 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-21 15:07:11,862 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 15:07:11,865 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-21 15:07:11,865 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-21 15:07:11,866 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-21 15:07:15,335 ] 157 root - INFO - Performed train test split on the dataframe
[ 2025-07-21 15:07:15,335 ] 159 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-21 15:07:15,335 ] 167 root - INFO - Exporting train and test file path.
[ 2025-07-21 15:07:15,339 ] 176 root - INFO - Exported train and test file path.
[ 2025-07-21 15:07:15,339 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-21 15:07:15,340 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-21 15:07:15,343 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:07:15,343 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:07:15,343 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 15:07:15,343 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 15:07:15,352 ] 31 root - INFO - data Validation Completed
[ 2025-07-21 15:07:15,352 ] 37 root - INFO - data Transformation started
[ 2025-07-21 15:07:15,352 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-21 15:07:15,352 ] 65 root - INFO - Starting data transformation
[ 2025-07-21 15:07:15,354 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-21 15:07:15,354 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-21 15:07:15,356 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:07:15,357 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:07:15,357 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:07:15,357 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:07:15,357 ] 40 root - INFO - data Transformation completed
[ 2025-07-21 15:07:15,358 ] 43 root - INFO - Model Training sstared
[ 2025-07-21 15:07:34,980 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:07:34,981 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:07:34,981 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 15:07:34,982 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 15:07:34,982 ] 160 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_21_2025_15_07_09/model_trainer/trained_model/model.pkl', train_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x175efd9d0>, test_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x30ba1bd10>)
[ 2025-07-21 15:07:34,982 ] 47 root - INFO - Model Training artifact created
