Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label,DMV_FLAG
20500.0,136.7,534.4269351268606,72.15884598222,3,0.3,0.0026,19965.57306487314,64.54115401777999,1.502586472275046e-05,4.0284373579675545e-05,1,1
35000.0,187.0,5976.676101839262,210.1963388467838,12,5.2,0.018,29023.32389816074,-23.19633884678379,0.0001791662463633384,-0.000775984559239196,1,1
140000.0,858.0,5374.964430784372,372.93658061833503,3,0.3,0.00285,134625.03556921563,485.06341938166497,2.2284116674831304e-06,5.875520355168237e-06,1,1
103000.0,550.0,10427.765226790036,239.15435168350785,14,0.4,0.001408,92572.23477320996,310.84564831649215,4.320950023250789e-06,4.529579240037629e-06,1,1
24020.0,160.1,22842.855535815732,159.86723725066818,8,14.15,0.073008,1177.1444641842681,0.23276274933181185,0.01202061464714527,0.31365708882754273,1,1
13040.0,86.9,8310.383429913485,59.19048371900706,8,1.9,0.00378,4729.616570086515,27.709516280992943,0.00040172389694658075,0.00013641522375392847,1,1
23000.0,125.0,17217.88447364403,122.182680447334,9,0.5,0.004032,5782.11552635597,2.8173195526660066,8.647354028718942e-05,0.001431147050762311,1,1
18000.0,90.0,8234.036066905162,54.49442313115056,11,0.5,0.00256,9765.963933094838,35.50557686884944,5.119822307088447e-05,7.210134727157892e-05,1,1
35000.0,187.0,28951.314091237844,160.03289929231173,8,0.6,0.024,6048.685908762156,26.967100707688274,9.919509939037203e-05,0.0008899732815246379,1,1
20500.0,136.7,4697.802817815741,40.24962155641077,6,0.05,0.000627,15802.19718218426,96.45037844358922,3.16411695287583e-06,6.5007520303920885e-06,1,1
43500.0,390.0,23148.816042748094,77.23976171401148,12,0.8,0.01125,20351.183957251906,312.7602382859885,3.930975227982349e-05,3.597004537943514e-05,1,1
20840.0,138.9,19048.48337697731,4.663187986551253,7,0.57,0.022176,1791.5166230226896,134.23681201344874,0.000318166179625013,0.00016520058471425616,1,1
20400.0,136.0,21196.137470213962,124.43603434052004,6,0.15,0.001404,-796.1374702139619,11.563965659479962,-0.0001884096727014961,0.0001214116264205088,1,1
117000.0,625.0,89880.13226077653,21.988404253965864,3,3.2,0.018,27119.867739223468,603.0115957460341,0.000117994675735599,2.985017219756874e-05,1,1
9450.0,63.0,1076.167412652458,71.06289464710099,10,1.875,0.012393,8373.832587347542,-8.06289464710099,0.0002239118086274047,-0.0015370412338820687,1,1
39000.0,265.0,42121.46422534177,42.16521048672949,2,0.1,0.00128,-3121.4642253417696,222.8347895132705,-3.2036247354744946e-05,5.744165877561979e-06,1,1
13040.0,86.9,10915.882178466105,95.13867942114992,8,1.5,0.01372,2124.117821533895,-8.23867942114991,0.0007061755162953369,-0.001665315636641275,1,1
23500.0,158.4,21985.464669766265,42.716515888191346,9,0.3,0.00375,1514.5353302337353,115.68348411180867,0.00019808055567486894,3.2416035844490735e-05,1,1
24400.0,162.8,1542.9232858024493,68.25660455743912,9,0.7,0.005616,22857.076714197552,94.5433954425609,3.062508862012847e-05,5.940129307086992e-05,1,1
91190.0,607.9,25406.220157187985,594.949407128729,1,0.5,0.0052,65783.77984281201,12.950592871270942,7.600657809373853e-06,0.00040152598805028267,1,1
25900.0,172.5,14580.613347123566,183.1520034824321,12,0.05,0.14175,11319.386652876434,-10.652003482432093,4.417200465793526e-06,-0.013307357018906294,1,1
26400.0,176.0,8706.906876817782,126.9983971912504,9,0.8,0.008712,17693.093123182218,49.001602808749595,4.521538401369695e-05,0.0001777900991568037,1,1
17120.0,114.1,5059.116629189932,69.81332118365889,0,1.1,0.015,12060.883370810068,44.28667881634111,9.120393308594897e-05,0.00033870229292883746,1,1
140000.0,858.0,89235.60059337149,94.30954905893124,9,0.45,0.015,50764.39940662851,763.6904509410688,8.864479935763354e-06,1.9641465939340425e-05,1,1
23000.0,125.0,553.78656382784,2.4327751810885143,4,0.2,0.0016,22446.21343617216,122.56722481891148,8.910188819143502e-06,1.3054060653734143e-05,1,1
13040.0,86.9,2733.974009717381,77.69929693785048,14,0.8,0.00256,10306.025990282618,9.200703062149529,7.762448888414237e-05,0.0002782395763093283,1,1
23000.0,125.0,16046.171590248783,26.17306376400661,4,1.1,0.038,6953.828409751217,98.82693623599339,0.0001581862443282761,0.0003845105500867446,1,1
22640.0,150.9,13911.275879083762,61.29375545137123,11,0.8,0.010395,8728.724120916238,89.60624454862878,9.165142451820026e-05,0.00011600753871959399,1,1
140000.0,858.0,18611.03708870431,531.9065659869516,8,0.3,0.048,121388.96291129569,326.0934340130484,2.4713943739411624e-06,0.00014719707558074363,1,1
26300.0,175.0,2521.9192599912717,164.19764481411949,14,0.5,0.00256,23778.08074000873,10.802355185880515,2.1027769459024417e-05,0.00023698533504626623,1,1
24400.0,162.8,16650.817972350895,58.16167377148354,3,0.98,0.00204,7749.182027649105,104.63832622851646,0.00012646496060834446,1.9495724502025975e-05,1,1
117000.0,625.0,119072.89109801906,539.78560094556,14,0.15,0.003,-2072.891098019056,85.21439905444004,-7.236270164684926e-05,3.5205317388650524e-05,1,1
103000.0,550.0,92705.36491194738,89.29151501075837,12,0.625,0.00828,10294.635088052615,460.70848498924164,6.071123401592245e-05,1.7972319268704227e-05,1,1
17120.0,114.1,18600.72543976953,119.90648808779729,11,3.1,0.01353,-1480.7254397695287,-5.806488087797291,-0.0020935684083175313,-0.0023301524304487255,0,1
35000.0,187.0,7358.341262196445,150.078079700541,5,16.35,0.098,27641.658737803555,36.921920299459,0.0005914985115219499,0.0026542497397456927,1,1
26300.0,175.0,8105.85659952876,109.38327409130322,0,0.2,0.004096,18194.14340047124,65.61672590869678,1.0992548293525451e-05,6.242310753627548e-05,1,1
20500.0,136.7,13324.433391558348,60.86652865347142,10,0.117,0.002816,7175.566608441652,75.83347134652857,1.6305332577646304e-05,3.713399786221062e-05,1,1
23640.0,157.6,12154.47305332182,100.13522636624393,6,0.75,0.0135,11485.52694667818,57.46477363375607,6.529957253303158e-05,0.00023492652822603788,1,1
26300.0,175.0,25497.944644228035,115.44205400156217,5,0.45,0.005175,802.055355771965,59.55794599843783,0.000561058530686855,8.68901676569835e-05,1,1
20400.0,136.0,11774.938278130183,129.19663071405574,0,1.86,0.015444,8625.061721869817,6.803369285944257,0.00021565063065787804,0.0022700513643814533,1,1
9450.0,63.0,10881.253158158232,47.68380335997681,5,3.0,0.006,-1431.2531581582316,15.316196640023193,-0.002096065245338241,0.0003917421373775714,1,1
23640.0,157.6,5444.817004363935,38.455541785776326,9,0.8,0.021168,18195.182995636067,119.14445821422368,4.3967680904770475e-05,0.00017766667572798826,1,1
15000.0,90.0,7580.308769158619,92.01439792750601,11,0.2,0.002592,7419.691230841381,-2.0143979275060104,2.6955299587360997e-05,-0.00128673746698428,1,1
15000.0,90.0,16133.164605906846,52.68270628682329,3,3.4,0.023265,-1133.1646059068462,37.31729371317671,-0.003000446700574012,0.0006234374752729637,1,1
25900.0,172.5,28020.81295421038,152.59158343371655,3,1.2,0.014,-2120.8129542103816,19.90841656628345,-0.0005658207614129758,0.0007032201305497106,1,1
17120.0,114.1,9363.366034099807,16.01169192063334,3,0.4,0.004914,7756.633965900193,98.08830807936666,5.1568760586991214e-05,5.0097713439263306e-05,1,1
20500.0,136.7,4232.148271758395,102.61867105810637,11,3.875,0.023736,16267.851728241605,34.08132894189362,0.00023819985972915243,0.0006964516948272937,1,1
24400.0,162.8,11334.356437323457,32.998505011193345,12,2.65,0.01089,13065.643562676543,129.80149498880667,0.00020282200314779717,8.38973381396089e-05,1,1
20840.0,138.9,18093.632731422254,47.66772020375721,10,1.2,0.0057,2746.3672685777456,91.23227979624279,0.0004369408320921696,6.247788557133982e-05,1,1
23500.0,158.4,24343.72630679157,80.53756915296924,12,0.55,0.00256,-843.7263067915701,77.86243084703077,-0.0006518701576857902,3.287850044331263e-05,1,1
26400.0,176.0,27167.21053086011,42.23143763693879,13,0.6,0.0054,-767.2105308601094,133.76856236306122,-0.0007820539169468932,4.0368229008663734e-05,1,1
20500.0,150.0,18954.80926164354,6.384747922094853,14,0.7,0.0016,1545.1907383564612,143.61525207790515,0.00045301850585225154,1.1140877906137647e-05,1,1
24400.0,162.8,9714.088987408537,68.85500531973658,3,1.333,0.0138,14685.911012591463,93.94499468026343,9.07672665840301e-05,0.0001468944662786247,1,1
24400.0,162.8,7141.807178983792,96.50457384790751,13,1.45,0.03192,17258.192821016208,66.2954261520925,8.401806695253982e-05,0.00048148117255161993,1,1
24400.0,162.8,25482.739402740535,155.68372258496905,11,1.9,0.011088,-1082.7394027405353,7.1162774150309644,-0.0017548082178829869,0.0015581177904141564,1,1
18000.0,90.0,11833.41981318776,26.854983454716205,3,3.3,0.014664,6166.58018681224,63.145016545283795,0.0005351426397603959,0.00023222734857083325,1,1
39000.0,265.0,3090.248634133447,9.915553212364117,3,13.65,0.125,35909.751365866556,255.0844467876359,0.0003801195909307986,0.0004900337950201715,1,1
25000.0,166.67,4548.514558098016,34.336504113693806,1,0.35,0.018,20451.485441901983,132.3334958863062,1.7113671326083215e-05,0.00013601998302413657,1,1
26400.0,176.0,18650.080055689392,175.2568062455909,3,0.3,0.000352,7749.919944310608,0.7431937544091056,3.871007728041458e-05,0.0004736308994536241,1,1
47000.0,426.0,55137.656237498864,439.7272875766545,2,0.2,0.000528,-8137.656237498864,-13.727287576654476,-2.4577101094902945e-05,-3.846353735325606e-05,0,1
18000.0,90.0,13035.918756482492,30.09421616662681,4,2.8,0.00348,4964.0812435175085,59.90578383337319,0.0005640520092398589,5.809121789622746e-05,1,1
23020.0,153.9,23753.243429825987,27.504837701878255,0,1.15,0.007392,-733.2434298259868,126.39516229812175,-0.001568374096227895,5.848325052252887e-05,1,1
24020.0,160.1,7137.507295425589,178.68390752114428,9,5.1,0.035,16882.49270457441,-18.583907521144283,0.00030208809142953376,-0.0018833499813496113,1,1
24400.0,162.8,2385.3946624776863,192.68206698195783,6,0.95,0.00768,22014.605337522313,-29.88206698195782,4.3153169697647954e-05,-0.0002570103420773191,1,1
24400.0,162.8,29249.312648509145,2.676918255771901,14,4.384,0.04641,-4849.312648509145,160.1230817442281,-0.0009040456490780909,0.00028983953596579704,1,1
24400.0,162.8,20747.721909276923,60.44462932264787,11,0.4,0.018576,3652.278090723077,102.35537067735214,0.00010952068543370076,0.00018148534557185585,1,1
25000.0,166.67,18535.724101768723,65.41722762730537,11,0.2,0.004,6464.275898231277,101.25277237269462,3.093927349601271e-05,3.9505090742321354e-05,1,1
20500.0,136.7,23072.89229931915,57.003265326614596,12,0.55,0.005304,-2572.892299319152,79.6967346733854,-0.0002137672067965341,6.655228668005862e-05,1,1
22640.0,150.9,2173.549904777075,150.36718414796454,6,1.9,0.0455,20466.450095222925,0.5328158520354691,9.283485856448765e-05,0.08539519691650276,1,1
24400.0,162.8,16426.5885332334,191.11149299536478,4,6.05,0.024576,7973.4114667666,-28.311492995364773,0.0007587718286529919,-0.0008680573953511049,1,1
24020.0,160.1,149.17249994209186,155.81626550996174,3,0.917,0.00896,23870.82750005791,4.283734490038256,3.8415090551819383e-05,0.002091632413074128,1,1
23000.0,125.0,13142.695891159085,11.111439932240103,14,0.15,0.018576,9857.304108840915,113.8885600677599,1.5217142367581962e-05,0.00016310681095485873,1,1
24400.0,162.8,13334.381696220633,65.2463554819302,9,0.11,0.064,11065.618303779367,97.55364451806982,9.940700733594773e-06,0.000656049291239919,1,1
23020.0,153.9,14347.188781040362,48.66684367573095,9,10.85,0.06728,8672.811218959638,105.23315632426906,0.0012510361086875467,0.0006393422159964384,1,1
19530.0,130.17,9364.535565505508,108.48612648089565,11,0.245,0.003536,10165.464434494492,21.68387351910434,2.410121067804239e-05,0.0001630704880202404,1,1
20500.0,136.7,14603.376370633734,71.97598120359164,12,17.4,0.095004,5896.623629366266,64.72401879640834,0.0029508412085848534,0.001467832194274064,1,1
15000.0,90.0,17729.38453221461,20.42321958279816,6,0.2,0.003536,-2729.3845322146117,69.57678041720183,-7.327659320725958e-05,5.082155178747283e-05,1,1
24400.0,162.8,15987.121852548778,166.727533062399,14,11.4,0.11774,8412.878147451222,-3.927533062398993,0.0013550653889000753,-0.029978113005672758,1,1
111000.0,704.6,7603.82701076151,380.3345753912058,1,0.35,0.014,103396.17298923849,324.2654246087942,3.3850382454004665e-06,4.317450734599784e-05,1,1
9450.0,63.0,736.3473872884061,28.47635293594094,10,0.3,0.002352,8713.652612711594,34.52364706405906,3.442873078597685e-05,6.812721516671224e-05,1,1
23020.0,153.9,15859.896702078087,81.87158833320709,10,0.305,0.00456,7160.103297921913,72.02841166679292,4.2597150804503534e-05,6.330835056847346e-05,1,1
111000.0,704.6,34068.02327892525,204.585440918594,6,0.35,0.015625,76931.97672107475,500.014559081406,4.549473637788011e-06,3.124909002141085e-05,1,1
35000.0,187.0,36933.809656353274,193.05902961318358,14,0.1,0.003136,-1933.8096563532745,-6.059029613183583,-5.171139761515551e-05,-0.0005175747137381908,0,1
103000.0,550.0,88431.74376216719,133.71748206032984,3,5.5,0.024,14568.256237832815,416.28251793967013,0.0003775331727993172,5.765315358697108e-05,1,1
35000.0,187.0,7235.7717742660525,179.9882619644577,12,0.083,0.00513,27764.228225733947,7.011738035542294,2.989458209397659e-06,0.000731630195304786,1,1
20500.0,150.0,20549.226380515986,58.364375628878925,13,12.6,0.000352,-49.22638051598551,91.63562437112108,-0.2559603229790308,3.841300788578812e-06,1,1
58000.0,438.0,56636.54217795566,303.633504035873,13,1.2,0.0032,1363.4578220443436,134.366495964127,0.0008801152332828504,2.381546049276206e-05,1,1
70000.0,475.0,35341.02548185767,541.5535908876645,7,0.1,0.000864,34658.97451814233,-66.55359088766454,2.8852555907206516e-06,-1.298201947420629e-05,1,1
25000.0,166.67,13776.103775345538,86.82419363606905,6,0.275,0.002816,11223.896224654462,79.84580636393093,2.4501295670520587e-05,3.52679757769233e-05,1,1
20500.0,136.7,17049.384016639087,84.79475590159616,14,1.011,0.012144,3450.6159833609127,51.90524409840383,0.0002929911658040519,0.00023396479444374012,1,1
43500.0,390.0,31888.080205811213,182.80344924707794,8,0.15,0.005984,11611.919794188787,207.19655075292206,1.2917760598221673e-05,2.8880789517847795e-05,1,1
140000.0,858.0,68620.320520058,248.20909354504874,8,0.35,0.0045,71379.679479942,609.7909064549513,4.903356284941685e-06,7.379578712941765e-06,1,1
20500.0,150.0,1762.3573415379708,93.83531191599901,7,0.1,0.005832,18737.642658462028,56.164688084000986,5.336850628299423e-06,0.00010383748392655658,1,1
140000.0,858.0,151249.37815925846,147.41234150129847,3,1.85,0.0081,-11249.378159258456,710.5876584987016,-0.0001644535345842088,1.1399015859231651e-05,1,1
117000.0,625.0,123551.71816584177,501.42030278644586,0,0.15,0.008,-6551.7181658417685,123.57969721355414,-2.2894757714844815e-05,6.473555216307015e-05,1,1
22640.0,150.9,849.571453901483,111.35189252867761,13,5.8,0.0702,21790.428546098516,39.548107471322396,0.0002661719106379068,0.0017750532886017616,1,1
140000.0,858.0,35650.941218145,800.9452125624449,4,0.45,0.0132,104349.058781855,57.05478743755509,4.312449055591644e-06,0.00023135656728351628,1,1
20400.0,136.0,23990.85423693663,111.97564736176135,13,3.55,0.023625,-3590.8542369366296,24.024352638238653,-0.0009886226972045348,0.0009833771328772393,1,1
13040.0,86.9,1405.56923840171,48.59836099126212,14,0.3,0.00726,11634.43076159829,38.30163900873789,2.5785533140514532e-05,0.00018954801931049824,1,1
58000.0,438.0,66662.78494800616,292.3806919065624,6,0.8,0.005445,-8662.784948006156,145.6193080934376,-9.234905459317431e-05,3.739201918961296e-05,1,1
23640.0,157.6,2257.7041494990513,127.28063223352815,1,5.35,0.025069,21382.29585050095,30.319367766471842,0.0002502069954113207,0.0008268311980070682,1,1
140000.0,858.0,65625.28647500838,996.6764284803411,3,0.65,0.012,74374.71352499162,-138.6764284803411,8.73952946081393e-06,-8.653237048308829e-05,1,1
19530.0,130.17,23031.08142992044,102.46000454664505,12,2.2,0.015,-3501.0814299204394,27.709995453354935,-0.000628377272755513,0.0005413208920921353,1,1
58000.0,438.0,46340.940891613755,325.37957791079305,8,26.25,0.12,11659.059108386245,112.62042208920695,0.0022514681290934676,0.0010655260982721372,1,1
26400.0,176.0,5796.030661551104,202.11313807283548,0,1.4,0.049923,20603.969338448896,-26.113138072835483,6.79480723803798e-05,-0.0019117963445277905,1,1
22640.0,150.9,10462.959918069975,27.197756137598475,5,9.5,0.119168,12177.040081930025,123.70224386240153,0.0007801567487091758,0.0009633454924973662,1,1
58000.0,438.0,9191.643290659056,249.01756409527198,6,1.25,0.00256,48808.356709340944,188.98243590472802,2.5610368474773185e-05,1.3546232347985738e-05,1,1
58000.0,438.0,64141.20888487598,140.5600812423007,14,0.3,0.0048,-6141.208884875981,297.4399187576993,-4.885031687941171e-05,1.6137712798975265e-05,1,1
70000.0,475.0,12440.423921895173,267.07009990625977,12,2.225,0.005832,57559.57607810483,207.92990009374023,3.8655600884588785e-05,2.8047914077402377e-05,1,1
17120.0,114.1,14922.39978227352,125.9910901538372,6,4.8,0.000704,2197.60021772648,-11.891090153837212,0.0021842007290942224,-5.9203996445760535e-05,1,1
39000.0,265.0,18032.60864639864,65.3120275713399,9,4.4,0.027,20967.39135360136,199.6879724286601,0.0002098496625348869,0.00013521094704106422,1,1
47000.0,426.0,42085.472582515635,236.73160332340652,8,0.125,0.001694,4914.527417484365,189.26839667659348,2.5434795526799574e-05,8.950252766944063e-06,1,1
9450.0,63.0,7594.260989655527,41.3457087648036,1,0.75,0.04,1855.7390103444732,21.654291235196403,0.00040415165894293987,0.001847208838115932,1,1
103000.0,550.0,36198.52654770025,56.70057065000314,11,0.2,0.0081,66801.47345229975,493.29942934999684,2.9939459365341407e-06,1.6420047341739346e-05,1,1
58000.0,438.0,23029.244991445892,339.94740564300616,6,8.95,0.0656,34970.75500855411,98.05259435699384,0.00025592813187918974,0.0006690286958867421,1,1
140000.0,858.0,90880.80388156022,545.0284572455895,4,1.65,0.00638,49119.19611843978,312.9715427544105,3.359175496251625e-05,2.0385239895823887e-05,1,1
24400.0,162.8,9097.986497927073,50.83361613672053,9,0.7,0.018496,15302.013502072927,111.96638386327948,4.5745613795166694e-05,0.0001651924371996577,1,1
