[ 2025-07-21 14:36:52,290 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-21 14:36:54,192 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 14:36:54,199 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-21 14:36:54,608 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-21 14:36:54,971 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-21 14:36:54,974 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-21 14:36:54,975 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-21 14:36:54,975 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-21 14:36:59,146 ] 157 root - INFO - Performed train test split on the dataframe
[ 2025-07-21 14:36:59,146 ] 159 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-21 14:36:59,146 ] 167 root - INFO - Exporting train and test file path.
[ 2025-07-21 14:36:59,151 ] 176 root - INFO - Exported train and test file path.
[ 2025-07-21 14:36:59,151 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-21 14:36:59,152 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-21 14:36:59,155 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 14:36:59,155 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 14:36:59,155 ] 32 root - INFO - Required number of columns:2
[ 2025-07-21 14:36:59,155 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-21 14:36:59,166 ] 31 root - INFO - data Validation Completed
[ 2025-07-21 14:36:59,166 ] 37 root - INFO - data Transformation started
[ 2025-07-21 14:36:59,166 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-21 14:36:59,166 ] 65 root - INFO - Starting data transformation
[ 2025-07-21 14:36:59,169 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-21 14:36:59,169 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-21 14:36:59,171 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 14:36:59,172 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 14:36:59,172 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 14:36:59,173 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 14:36:59,173 ] 40 root - INFO - data Transformation completed
[ 2025-07-21 14:36:59,173 ] 43 root - INFO - Model Training sstared
[ 2025-07-21 14:57:42,606 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 14:57:42,607 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 14:57:42,607 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-21 14:57:42,608 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-21 14:57:42,609 ] 158 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_21_2025_14_36_52/model_trainer/trained_model/model.pkl', train_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x1725fe4d0>, test_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x177dbc090>)
[ 2025-07-21 14:57:42,609 ] 47 root - INFO - Model Training artifact created
