[ 2025-07-23 15:45:22,135 ] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2025-07-23 15:45:27,364 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-23 15:45:27,367 ] 107 dagshub - INFO - Accessing as Locvh
[ 2025-07-23 15:45:28,116 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/repos/Locvh/API_ML_2 "HTTP/1.1 200 OK"
[ 2025-07-23 15:45:28,513 ] 1025 httpx - INFO - HTTP Request: GET https://dagshub.com/api/v1/user "HTTP/1.1 200 OK"
[ 2025-07-23 15:45:28,516 ] 107 dagshub - INFO - Initialized MLflow to track repo "Locvh/API_ML_2"
[ 2025-07-23 15:45:28,516 ] 107 dagshub - INFO - Repository Locvh/API_ML_2 initialized!
[ 2025-07-23 15:45:28,517 ] 20 root - INFO - Initiate the data ingestion
[ 2025-07-23 15:45:47,223 ] 157 root - INFO - Performed train test split on the dataframe
[ 2025-07-23 15:45:47,223 ] 159 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-07-23 15:45:47,223 ] 167 root - INFO - Exporting train and test file path.
[ 2025-07-23 15:45:47,227 ] 176 root - INFO - Exported train and test file path.
[ 2025-07-23 15:45:47,227 ] 22 root - INFO - Data Initiation Completed
[ 2025-07-23 15:45:47,228 ] 29 root - INFO - Initiate the data Validation
[ 2025-07-23 15:45:47,230 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 15:45:47,230 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-23 15:45:47,230 ] 32 root - INFO - Required number of columns:2
[ 2025-07-23 15:45:47,230 ] 33 root - INFO - Data frame has columns:17
[ 2025-07-23 15:45:47,239 ] 31 root - INFO - data Validation Completed
[ 2025-07-23 15:45:47,239 ] 37 root - INFO - data Transformation started
[ 2025-07-23 15:45:47,239 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-07-23 15:45:47,239 ] 65 root - INFO - Starting data transformation
[ 2025-07-23 15:45:47,243 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-07-23 15:45:47,243 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-07-23 15:45:47,248 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-23 15:45:47,251 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-23 15:45:47,251 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-23 15:45:47,252 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-23 15:45:47,252 ] 40 root - INFO - data Transformation completed
[ 2025-07-23 15:45:47,252 ] 43 root - INFO - Model Training sstared
[ 2025-07-23 16:07:15,460 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-23 16:07:15,461 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-23 16:07:15,461 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-07-23 16:07:15,463 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-07-23 16:07:15,463 ] 160 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts/07_23_2025_15_45_22/model_trainer/trained_model/model.pkl', train_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x1687e1190>, test_metric_artifact=<networksecurity.utils.ml_utils.metric.regression_metric.RegressionMetricArtifact object at 0x168f76cd0>)
[ 2025-07-23 16:07:15,463 ] 47 root - INFO - Model Training artifact created
