Max_Weight_kg,Max_Volume_m,current_weight,current_volume,num_items_on_aircarft,item_weight,item_volume,weight_left,volume_left,weight_ratio,volume_ratio,label
20500.0,136.7,22681.389018829028,118.32511307210511,11,15.2,941.92,-2181.389018829028,18.374886927894877,-0.006968037280726485,51.261265031721535,0
23000.0,125.0,11207.836096198263,57.24449776753451,1,0.475,51.2,11792.163903801737,67.75550223246549,4.0280986919337277e-05,0.7556581761976671,1
39000.0,265.0,25134.122553217367,184.33937501101204,11,0.5,40.0,13865.877446782633,80.66062498898796,3.6059744641689274e-05,0.49590490415312327,1
31140.0,207.6,12702.599698851493,202.8409941343613,1,0.314,50.4,18437.400301148507,4.759005865638699,1.7030600564842626e-05,10.59044490225502,1
23000.0,125.0,8437.469135678844,127.67505480820572,8,1.133,33.6,14562.530864321156,-2.675054808205715,7.78024102045406e-05,-12.560495006467594,1
9450.0,63.0,10199.031238742464,69.85943115795591,1,2.15,92.4,-749.0312387424638,-6.85943115795591,-0.0028703742803570837,-13.470506714443307,0
24020.0,160.1,28576.995179288013,71.32258353182077,5,0.9,200.0,-4556.995179288013,88.77741646817923,-0.00019749856315145697,2.252825163242518,0
23500.0,158.4,13128.48457779067,91.42694066030354,5,0.713,100.8,10371.51542220933,66.97305933969646,6.874598078545511e-05,1.5050827823714297,1
24400.0,162.8,1363.509786510212,155.30199074009687,3,6.35,319.2,23036.49021348979,7.498009259903142,0.0002756496298210347,42.571294108114934,1
20500.0,136.7,21450.041745535378,116.26109332362302,6,0.8,242.76,-950.0417455353781,20.438906676376973,-0.0008420682613175523,11.877347060018225,0
24400.0,162.8,28094.883475296723,93.82754114168777,8,0.45,41.4,-3694.883475296723,68.97245885831224,-0.00012179003834096611,0.6002395751151489,0
24400.0,162.8,4115.067886919397,16.507583336155875,12,0.15,59.67,20284.932113080602,146.29241666384414,7.394651318348699e-06,0.40788169990540335,1
17120.0,114.1,13760.616876731201,13.40490636201354,8,0.4,13.64,3359.383123268799,100.69509363798646,0.00011906947948578023,0.13545843567690946,1
24400.0,162.8,1874.1633099038677,77.30673129676832,14,0.207,26.52,22525.836690096134,85.49326870323169,9.189447781170393e-06,0.31019985657417815,1
